sys_id,opened_at,closed_at,category,priority,assignment_group,short_description,description
SR10747,2026-03-26 08:03:00,2026-03-26 11:05:18,Access,4 - Low,Service Desk,사내 인트라넷 계정 잠금 해제 요청,비밀번호를 5회 잘못 입력하여 사내 포털 계정이 잠겼습니다. 잠금 해제 및 임시 비밀번호 발급 부탁드립니다.
SR10748,2026-04-07 12:52:00,2026-04-08 23:56:00,HR,3 - Moderate,HR Team,사내 교육 수강 이력 반영 요청,지난주 완료한 직무 교육 수강 확인서를 첨부하오니 교육 이력에 반영해 주시기 바랍니다.
SR10749,2026-04-24 18:28:00,2026-04-25 06:45:31,Hardware,3 - Moderate,Hardware Support,회의실 빔프로젝터 연결 케이블 파손,대회의실 빔프로젝터에 연결하는 HDMI 케이블 단자가 파손되어 화면 출력이 되지 않습니다. 교체 바랍니다.
SR10750,2026-03-22 03:31:00,2026-03-22 08:50:37,Network,4 - Low,Service Desk,네트워크 스위치 재부팅 요청,개발 서버 대역의 네트워크 연결 상태가 불안정하여 스위치 장비 확인 및 재부팅을 요청합니다.
SR10751,2026-04-16 01:35:00,2026-04-16 03:14:26,Network,1 - Critical,Network Support,네트워크 스위치 재부팅 요청,개발 서버 대역의 네트워크 연결 상태가 불안정하여 스위치 장비 확인 및 재부팅을 요청합니다.
SR10752,2026-03-19 16:35:00,2026-03-21 04:11:26,HR,3 - Moderate,HR Team,재직증명서 국문 및 영문 발급 요청,"은행 제출용 재직증명서 국문 1부, 비자 신청용 영문 1부를 급히 발급 요청합니다."
SR10753,2026-04-04 01:52:00,2026-04-04 11:26:21,Hardware,3 - Moderate,Service Desk,마우스 및 키보드 교체 요청,"키보드의 특정 키가 눌린 채로 안 올라오고, 마우스 휠이 정상적으로 작동하지 않아 업무에 지장이 있습니다. 새 장비로 교체 요청합니다."
SR10754,2026-05-24 19:38:00,2026-05-25 05:25:45,Hardware,3 - Moderate,Service Desk,마우스 및 키보드 교체 요청,"키보드의 특정 키가 눌린 채로 안 올라오고, 마우스 휠이 정상적으로 작동하지 않아 업무에 지장이 있습니다. 새 장비로 교체 요청합니다."
SR10755,2026-01-30 03:48:00,2026-01-30 05:03:51,Access,3 - Moderate,Service Desk,Jira 및 Confluence 프로젝트 관리자 권한 부여,부서 이동으로 인해 특정 Jira 프로젝트의 관리 권한 인계가 필요합니다.
SR10756,2026-04-01 20:51:00,2026-04-01 22:39:38,Hardware,1 - Critical,Hardware Support,마우스 및 키보드 교체 요청,"키보드의 특정 키가 눌린 채로 안 올라오고, 마우스 휠이 정상적으로 작동하지 않아 업무에 지장이 있습니다. 새 장비로 교체 요청합니다."
SR10757,2026-01-12 05:31:00,2026-01-12 10:28:46,Software,3 - Moderate,Service Desk,개발 IDE 라이선스 만료 및 갱신,사용 중인 IntelliJ 개발 라이선스가 만료되어 실행이 되지 않습니다. 라이선스 키 갱신 또는 재발급 요청합니다.
SR10758,2026-03-07 19:12:00,2026-03-08 02:39:08,Hardware,3 - Moderate,Service Desk,듀얼 모니터 미인식 문제,모니터를 새로 연결했는데 PC에서 듀얼 모니터 인식이 안 되고 화면이 나오지 않습니다.
SR10759,2026-02-25 14:52:00,2026-02-26 05:11:40,Hardware,3 - Moderate,Hardware Support,회의실 빔프로젝터 연결 케이블 파손,대회의실 빔프로젝터에 연결하는 HDMI 케이블 단자가 파손되어 화면 출력이 되지 않습니다. 교체 바랍니다.
SR10760,2026-04-17 01:59:00,2026-04-17 07:26:18,Hardware,3 - Moderate,Service Desk,듀얼 모니터 미인식 문제,모니터를 새로 연결했는데 PC에서 듀얼 모니터 인식이 안 되고 화면이 나오지 않습니다.
SR10761,2026-04-28 21:37:00,2026-04-30 01:54:10,HR,3 - Moderate,HR Team,사원증 분실로 인한 재발급 신청,출근 중 사원증을 분실하여 재발급을 요청합니다. 출입 권한 이전도 같이 요청합니다.
SR10762,2026-01-02 16:47:00,2026-01-03 23:48:07,HR,3 - Moderate,HR Team,사원증 분실로 인한 재발급 신청,출근 중 사원증을 분실하여 재발급을 요청합니다. 출입 권한 이전도 같이 요청합니다.
SR10763,2026-05-04 16:49:00,2026-05-04 23:13:05,Network,4 - Low,Service Desk,방화벽 포트 오픈 신청,신규 개발 시스템 구축을 위해 개발망과 운영망 간의 특정 포트 오픈이 필요합니다.
SR10764,2026-01-27 12:42:00,2026-01-28 05:09:22,Hardware,3 - Moderate,Hardware Support,노트북 전원 불량 및 켜지지 않음,어제 저녁까지 잘 쓰던 노트북이 오늘 아침에 전원 버튼을 눌러도 반응이 없고 충전 표시등도 켜지지 않습니다.
SR10765,2026-04-09 13:38:00,2026-04-10 09:20:52,HR,3 - Moderate,Service Desk,사내 교육 수강 이력 반영 요청,지난주 완료한 직무 교육 수강 확인서를 첨부하오니 교육 이력에 반영해 주시기 바랍니다.
SR10766,2026-03-29 09:28:00,2026-03-29 18:54:27,Hardware,3 - Moderate,Service Desk,회의실 빔프로젝터 연결 케이블 파손,대회의실 빔프로젝터에 연결하는 HDMI 케이블 단자가 파손되어 화면 출력이 되지 않습니다. 교체 바랍니다.
SR10767,2026-05-12 09:53:00,2026-05-13 01:56:30,Hardware,3 - Moderate,Hardware Support,회의실 빔프로젝터 연결 케이블 파손,대회의실 빔프로젝터에 연결하는 HDMI 케이블 단자가 파손되어 화면 출력이 되지 않습니다. 교체 바랍니다.
SR10768,2026-02-25 06:13:00,2026-02-26 08:28:15,HR,3 - Moderate,Service Desk,사내 교육 수강 이력 반영 요청,지난주 완료한 직무 교육 수강 확인서를 첨부하오니 교육 이력에 반영해 주시기 바랍니다.
SR10769,2026-02-03 22:41:00,2026-02-04 20:45:41,HR,3 - Moderate,Service Desk,경조사 휴가 및 경조금 신청,가족 상가로 인한 특별 휴가 신청서와 경조금 지급 신청서류를 제출합니다.
SR10770,2026-04-01 17:30:00,2026-04-01 20:09:20,Hardware,2 - High,Service Desk,듀얼 모니터 미인식 문제,모니터를 새로 연결했는데 PC에서 듀얼 모니터 인식이 안 되고 화면이 나오지 않습니다.
SR10771,2026-03-15 13:51:00,2026-03-16 15:06:12,HR,3 - Moderate,Service Desk,사내 교육 수강 이력 반영 요청,지난주 완료한 직무 교육 수강 확인서를 첨부하오니 교육 이력에 반영해 주시기 바랍니다.
SR10772,2026-04-08 04:03:00,2026-04-08 07:46:48,Network,3 - Moderate,Network Support,인터넷 연결 끊김 장애,오늘 아침부터 특정 층 전체 인터넷 연결이 끊겼습니다. 급한 업무가 많은데 빠른 확인 부탁드립니다.
SR10773,2026-02-11 09:43:00,2026-02-11 12:10:14,Network,2 - High,Network Support,와이파이 신호 불량 및 속도 저하,회의실 A에서 사내 와이파이 연결이 자주 끊기고 속도가 너무 느려서 회의 진행이 어렵습니다.
SR10774,2026-03-17 06:48:00,2026-03-17 13:32:12,Software,3 - Moderate,Software Support,개발 IDE 라이선스 만료 및 갱신,사용 중인 IntelliJ 개발 라이선스가 만료되어 실행이 되지 않습니다. 라이선스 키 갱신 또는 재발급 요청합니다.
SR10775,2026-04-26 03:39:00,2026-04-27 13:07:32,HR,3 - Moderate,HR Team,경조사 휴가 및 경조금 신청,가족 상가로 인한 특별 휴가 신청서와 경조금 지급 신청서류를 제출합니다.
SR10776,2026-04-10 07:32:00,2026-04-12 00:09:25,HR,3 - Moderate,HR Team,사내 교육 수강 이력 반영 요청,지난주 완료한 직무 교육 수강 확인서를 첨부하오니 교육 이력에 반영해 주시기 바랍니다.
SR10777,2026-04-10 13:50:00,2026-04-10 17:32:49,Software,2 - High,Software Support,Git 클라이언트 소스 동기화 에러,로컬 저장소에서 원격 저장소로 push를 할 때 권한 오류 또는 알 수 없는 오류로 실패합니다.
SR10778,2026-03-06 06:39:00,2026-03-06 10:39:30,Software,2 - High,Software Support,개발 IDE 라이선스 만료 및 갱신,사용 중인 IntelliJ 개발 라이선스가 만료되어 실행이 되지 않습니다. 라이선스 키 갱신 또는 재발급 요청합니다.
SR10779,2026-05-31 17:47:00,2026-05-31 20:37:38,Access,3 - Moderate,Security Team,신규 입사자 시스템 권한 일괄 신청,"다음 주 입사 예정인 신입 사원의 메일, 메신저, 사내 시스템 접근 권한 일괄 생성을 요청합니다."
SR10780,2026-03-17 14:11:00,2026-03-18 21:10:08,HR,3 - Moderate,HR Team,올해 연차 잔여 일수 확인 요청,포털에 표시되는 잔여 연차 일수와 실제 사용 일수가 상이한 것 같아 정확한 확인을 요청합니다.
SR10781,2026-05-12 03:24:00,2026-05-12 07:52:09,Network,3 - Moderate,Network Support,사내 VPN 접속 오류 발생,외부 출장 중에 사내 VPN에 접속하려고 하면 403 에러가 발생하며 로그인이 되지 않습니다.
SR10782,2026-05-23 08:08:00,2026-05-23 11:30:07,Network,3 - Moderate,Service Desk,와이파이 신호 불량 및 속도 저하,회의실 A에서 사내 와이파이 연결이 자주 끊기고 속도가 너무 느려서 회의 진행이 어렵습니다.
SR10783,2026-03-26 14:45:00,2026-03-26 22:41:01,Hardware,3 - Moderate,Service Desk,듀얼 모니터 미인식 문제,모니터를 새로 연결했는데 PC에서 듀얼 모니터 인식이 안 되고 화면이 나오지 않습니다.
SR10784,2026-03-24 19:03:00,2026-03-25 08:23:59,Hardware,3 - Moderate,Hardware Support,노트북 전원 불량 및 켜지지 않음,어제 저녁까지 잘 쓰던 노트북이 오늘 아침에 전원 버튼을 눌러도 반응이 없고 충전 표시등도 켜지지 않습니다.
SR10785,2026-05-27 17:22:00,2026-05-28 23:27:47,HR,4 - Low,Service Desk,사원증 분실로 인한 재발급 신청,출근 중 사원증을 분실하여 재발급을 요청합니다. 출입 권한 이전도 같이 요청합니다.
SR10786,2026-02-26 05:33:00,2026-02-26 10:50:43,Network,3 - Moderate,Service Desk,방화벽 포트 오픈 신청,신규 개발 시스템 구축을 위해 개발망과 운영망 간의 특정 포트 오픈이 필요합니다.
SR10787,2026-05-20 17:25:00,2026-05-20 23:17:46,Network,3 - Moderate,Network Support,네트워크 스위치 재부팅 요청,개발 서버 대역의 네트워크 연결 상태가 불안정하여 스위치 장비 확인 및 재부팅을 요청합니다.
SR10788,2026-02-24 21:21:00,2026-02-25 00:46:48,Network,4 - Low,Service Desk,사내 VPN 접속 오류 발생,외부 출장 중에 사내 VPN에 접속하려고 하면 403 에러가 발생하며 로그인이 되지 않습니다.
SR10789,2026-02-25 19:33:00,2026-02-26 00:52:41,Software,3 - Moderate,Service Desk,신규 백신 프로그램 설치 실패,사내 보안 정책에 따라 백신 프로그램을 설치하려는데 설치 도중 에러가 나면서 롤백됩니다. 설치 지원 요청합니다.
SR10790,2026-03-30 14:15:00,2026-03-30 18:41:52,Access,4 - Low,Security Team,신규 프로젝트 공유 폴더 접근 권한 신청,이번에 신규 생성된 공유 폴더인 'Project_2026'에 대한 읽기/쓰기 권한 부여를 신청합니다.
SR10791,2026-03-24 12:58:00,2026-03-25 20:24:36,HR,3 - Moderate,HR Team,재직증명서 국문 및 영문 발급 요청,"은행 제출용 재직증명서 국문 1부, 비자 신청용 영문 1부를 급히 발급 요청합니다."
SR10792,2026-05-19 23:18:00,2026-05-20 02:50:51,Network,3 - Moderate,Service Desk,와이파이 신호 불량 및 속도 저하,회의실 A에서 사내 와이파이 연결이 자주 끊기고 속도가 너무 느려서 회의 진행이 어렵습니다.
SR10793,2026-05-11 14:31:00,2026-05-11 18:47:30,Network,3 - Moderate,Service Desk,방화벽 포트 오픈 신청,신규 개발 시스템 구축을 위해 개발망과 운영망 간의 특정 포트 오픈이 필요합니다.
SR10794,2026-03-24 16:05:00,2026-03-24 17:27:51,Network,2 - High,Service Desk,사내 VPN 접속 오류 발생,외부 출장 중에 사내 VPN에 접속하려고 하면 403 에러가 발생하며 로그인이 되지 않습니다.
SR10795,2026-05-17 00:40:00,2026-05-17 06:46:41,Network,3 - Moderate,Network Support,방화벽 포트 오픈 신청,신규 개발 시스템 구축을 위해 개발망과 운영망 간의 특정 포트 오픈이 필요합니다.
SR10796,2026-04-19 03:13:00,2026-04-19 07:12:09,Network,3 - Moderate,Network Support,사내 VPN 접속 오류 발생,외부 출장 중에 사내 VPN에 접속하려고 하면 403 에러가 발생하며 로그인이 되지 않습니다.
SR10797,2026-02-09 00:29:00,2026-02-10 15:10:03,HR,4 - Low,Service Desk,재직증명서 국문 및 영문 발급 요청,"은행 제출용 재직증명서 국문 1부, 비자 신청용 영문 1부를 급히 발급 요청합니다."
SR10798,2026-01-19 01:11:00,2026-01-19 13:11:57,Software,4 - Low,Software Support,개발 IDE 라이선스 만료 및 갱신,사용 중인 IntelliJ 개발 라이선스가 만료되어 실행이 되지 않습니다. 라이선스 키 갱신 또는 재발급 요청합니다.
SR10799,2026-02-28 08:26:00,2026-02-28 14:54:03,Software,3 - Moderate,Software Support,데이터베이스 클라이언트 툴 설치 요청,업무를 위해 DBeaver 설치가 필요합니다. 사내 소프트웨어 포털에서 설치가 안 되어 지원 요청합니다.
SR10800,2026-04-21 10:01:00,2026-04-21 12:40:59,Access,4 - Low,Service Desk,Jira 및 Confluence 프로젝트 관리자 권한 부여,부서 이동으로 인해 특정 Jira 프로젝트의 관리 권한 인계가 필요합니다.
SR10801,2026-01-02 20:46:00,2026-01-02 23:23:13,Access,3 - Moderate,Security Team,보안 서버 접근용 SSH 키 등록,운영 서버 점검을 위해 개발자 공개 SSH 키 등록을 요청합니다.
SR10802,2026-01-12 22:54:00,2026-01-13 19:08:49,HR,2 - High,HR Team,사내 교육 수강 이력 반영 요청,지난주 완료한 직무 교육 수강 확인서를 첨부하오니 교육 이력에 반영해 주시기 바랍니다.
SR10803,2026-01-28 09:50:00,2026-01-28 16:05:49,Network,4 - Low,Service Desk,방화벽 포트 오픈 신청,신규 개발 시스템 구축을 위해 개발망과 운영망 간의 특정 포트 오픈이 필요합니다.
SR10804,2026-04-23 12:25:00,2026-04-23 14:12:01,Software,1 - Critical,Software Support,신규 백신 프로그램 설치 실패,사내 보안 정책에 따라 백신 프로그램을 설치하려는데 설치 도중 에러가 나면서 롤백됩니다. 설치 지원 요청합니다.
SR10805,2026-05-17 07:08:00,2026-05-17 09:39:07,Network,3 - Moderate,Service Desk,사내 VPN 접속 오류 발생,외부 출장 중에 사내 VPN에 접속하려고 하면 403 에러가 발생하며 로그인이 되지 않습니다.
SR10806,2026-03-18 21:56:00,2026-03-19 01:03:54,Access,4 - Low,Service Desk,사내 인트라넷 계정 잠금 해제 요청,비밀번호를 5회 잘못 입력하여 사내 포털 계정이 잠겼습니다. 잠금 해제 및 임시 비밀번호 발급 부탁드립니다.
SR10807,2026-05-23 04:07:00,2026-05-23 13:34:26,Software,4 - Low,Software Support,데이터베이스 클라이언트 툴 설치 요청,업무를 위해 DBeaver 설치가 필요합니다. 사내 소프트웨어 포털에서 설치가 안 되어 지원 요청합니다.
SR10808,2026-04-11 17:35:00,2026-04-12 01:37:03,Network,3 - Moderate,Network Support,방화벽 포트 오픈 신청,신규 개발 시스템 구축을 위해 개발망과 운영망 간의 특정 포트 오픈이 필요합니다.
SR10809,2026-03-30 06:26:00,2026-03-30 09:30:34,Network,3 - Moderate,Service Desk,사내 VPN 접속 오류 발생,외부 출장 중에 사내 VPN에 접속하려고 하면 403 에러가 발생하며 로그인이 되지 않습니다.
SR10810,2026-02-17 07:39:00,2026-02-18 18:58:15,HR,3 - Moderate,HR Team,올해 연차 잔여 일수 확인 요청,포털에 표시되는 잔여 연차 일수와 실제 사용 일수가 상이한 것 같아 정확한 확인을 요청합니다.
SR10811,2026-02-16 21:51:00,2026-02-17 09:39:56,Software,4 - Low,Software Support,개발 IDE 라이선스 만료 및 갱신,사용 중인 IntelliJ 개발 라이선스가 만료되어 실행이 되지 않습니다. 라이선스 키 갱신 또는 재발급 요청합니다.
SR10812,2026-04-29 20:35:00,2026-05-01 07:06:38,HR,3 - Moderate,HR Team,사내 교육 수강 이력 반영 요청,지난주 완료한 직무 교육 수강 확인서를 첨부하오니 교육 이력에 반영해 주시기 바랍니다.
SR10813,2026-03-06 03:12:00,2026-03-06 05:59:22,Network,3 - Moderate,Service Desk,인터넷 연결 끊김 장애,오늘 아침부터 특정 층 전체 인터넷 연결이 끊겼습니다. 급한 업무가 많은데 빠른 확인 부탁드립니다.
SR10814,2026-04-02 04:42:00,2026-04-02 12:28:56,HR,1 - Critical,Service Desk,경조사 휴가 및 경조금 신청,가족 상가로 인한 특별 휴가 신청서와 경조금 지급 신청서류를 제출합니다.
SR10815,2026-01-18 06:20:00,2026-01-19 02:15:54,Hardware,4 - Low,Hardware Support,마우스 및 키보드 교체 요청,"키보드의 특정 키가 눌린 채로 안 올라오고, 마우스 휠이 정상적으로 작동하지 않아 업무에 지장이 있습니다. 새 장비로 교체 요청합니다."
SR10816,2026-03-20 22:37:00,2026-03-21 00:09:32,Access,2 - High,Service Desk,신규 입사자 시스템 권한 일괄 신청,"다음 주 입사 예정인 신입 사원의 메일, 메신저, 사내 시스템 접근 권한 일괄 생성을 요청합니다."
SR10817,2026-04-20 05:00:00,2026-04-20 13:50:20,Hardware,3 - Moderate,Service Desk,마우스 및 키보드 교체 요청,"키보드의 특정 키가 눌린 채로 안 올라오고, 마우스 휠이 정상적으로 작동하지 않아 업무에 지장이 있습니다. 새 장비로 교체 요청합니다."
SR10818,2026-04-22 08:53:00,2026-04-22 15:09:41,Software,3 - Moderate,Software Support,MS Office 365 로그인 인증 오류,아웃룩과 액셀 실행 시 라이선스 인증 창이 계속 뜨며 정품 인증이 풀리는 현상이 있습니다.
SR10819,2026-05-03 14:28:00,2026-05-03 19:33:52,Software,2 - High,Software Support,신규 백신 프로그램 설치 실패,사내 보안 정책에 따라 백신 프로그램을 설치하려는데 설치 도중 에러가 나면서 롤백됩니다. 설치 지원 요청합니다.
SR10820,2026-05-22 03:11:00,2026-05-22 07:13:24,Software,3 - Moderate,Service Desk,Git 클라이언트 소스 동기화 에러,로컬 저장소에서 원격 저장소로 push를 할 때 권한 오류 또는 알 수 없는 오류로 실패합니다.
SR10821,2026-02-05 17:12:00,2026-02-06 05:38:14,HR,1 - Critical,HR Team,경조사 휴가 및 경조금 신청,가족 상가로 인한 특별 휴가 신청서와 경조금 지급 신청서류를 제출합니다.
SR10822,2026-01-05 16:40:00,2026-01-05 22:47:51,Software,3 - Moderate,Software Support,개발 IDE 라이선스 만료 및 갱신,사용 중인 IntelliJ 개발 라이선스가 만료되어 실행이 되지 않습니다. 라이선스 키 갱신 또는 재발급 요청합니다.
SR10823,2026-02-24 01:35:00,2026-02-24 02:48:01,Network,2 - High,Service Desk,방화벽 포트 오픈 신청,신규 개발 시스템 구축을 위해 개발망과 운영망 간의 특정 포트 오픈이 필요합니다.
SR10824,2026-04-04 12:14:00,2026-04-04 15:29:05,Software,3 - Moderate,Service Desk,MS Office 365 로그인 인증 오류,아웃룩과 액셀 실행 시 라이선스 인증 창이 계속 뜨며 정품 인증이 풀리는 현상이 있습니다.
SR10825,2026-04-29 16:32:00,2026-04-30 04:11:40,HR,3 - Moderate,Service Desk,올해 연차 잔여 일수 확인 요청,포털에 표시되는 잔여 연차 일수와 실제 사용 일수가 상이한 것 같아 정확한 확인을 요청합니다.
SR10826,2026-05-09 00:42:00,2026-05-09 04:28:50,Network,4 - Low,Service Desk,와이파이 신호 불량 및 속도 저하,회의실 A에서 사내 와이파이 연결이 자주 끊기고 속도가 너무 느려서 회의 진행이 어렵습니다.
SR10827,2026-02-05 14:10:00,2026-02-06 12:17:47,Hardware,3 - Moderate,Hardware Support,PC 메모리 추가 장착 요청,최근 코딩 작업 시 메모리 부족으로 인해 PC 속도가 급격히 느려집니다. 기존 8GB에서 16GB로 업그레이드 요청합니다.
SR10828,2026-04-02 01:14:00,2026-04-02 17:43:59,Hardware,3 - Moderate,Hardware Support,회의실 빔프로젝터 연결 케이블 파손,대회의실 빔프로젝터에 연결하는 HDMI 케이블 단자가 파손되어 화면 출력이 되지 않습니다. 교체 바랍니다.
SR10829,2026-03-09 11:14:00,2026-03-09 12:34:11,Access,2 - High,Security Team,신규 프로젝트 공유 폴더 접근 권한 신청,이번에 신규 생성된 공유 폴더인 'Project_2026'에 대한 읽기/쓰기 권한 부여를 신청합니다.
SR10830,2026-04-03 12:30:00,2026-04-03 20:28:01,Network,3 - Moderate,Network Support,방화벽 포트 오픈 신청,신규 개발 시스템 구축을 위해 개발망과 운영망 간의 특정 포트 오픈이 필요합니다.
SR10831,2026-03-24 03:45:00,2026-03-24 05:11:40,Access,2 - High,Security Team,신규 프로젝트 공유 폴더 접근 권한 신청,이번에 신규 생성된 공유 폴더인 'Project_2026'에 대한 읽기/쓰기 권한 부여를 신청합니다.
SR10832,2026-05-29 17:36:00,2026-05-30 19:30:02,HR,3 - Moderate,Service Desk,경조사 휴가 및 경조금 신청,가족 상가로 인한 특별 휴가 신청서와 경조금 지급 신청서류를 제출합니다.
SR10833,2026-04-04 18:41:00,2026-04-05 07:40:45,Hardware,3 - Moderate,Service Desk,회의실 빔프로젝터 연결 케이블 파손,대회의실 빔프로젝터에 연결하는 HDMI 케이블 단자가 파손되어 화면 출력이 되지 않습니다. 교체 바랍니다.
SR10834,2026-02-27 16:25:00,2026-02-27 19:14:30,Network,3 - Moderate,Service Desk,네트워크 스위치 재부팅 요청,개발 서버 대역의 네트워크 연결 상태가 불안정하여 스위치 장비 확인 및 재부팅을 요청합니다.
SR10835,2026-05-04 19:00:00,2026-05-05 01:21:21,Software,4 - Low,Service Desk,Git 클라이언트 소스 동기화 에러,로컬 저장소에서 원격 저장소로 push를 할 때 권한 오류 또는 알 수 없는 오류로 실패합니다.
SR10836,2026-02-12 07:04:00,2026-02-13 17:11:47,HR,3 - Moderate,HR Team,사원증 분실로 인한 재발급 신청,출근 중 사원증을 분실하여 재발급을 요청합니다. 출입 권한 이전도 같이 요청합니다.
SR10837,2026-02-08 05:10:00,2026-02-08 22:01:45,HR,3 - Moderate,Service Desk,올해 연차 잔여 일수 확인 요청,포털에 표시되는 잔여 연차 일수와 실제 사용 일수가 상이한 것 같아 정확한 확인을 요청합니다.
SR10838,2026-04-17 10:46:00,2026-04-17 14:31:46,Software,3 - Moderate,Software Support,MS Office 365 로그인 인증 오류,아웃룩과 액셀 실행 시 라이선스 인증 창이 계속 뜨며 정품 인증이 풀리는 현상이 있습니다.
SR10839,2026-05-03 06:37:00,2026-05-03 08:41:50,Network,2 - High,Service Desk,네트워크 스위치 재부팅 요청,개발 서버 대역의 네트워크 연결 상태가 불안정하여 스위치 장비 확인 및 재부팅을 요청합니다.
SR10840,2026-03-04 01:08:00,2026-03-04 09:12:55,Hardware,3 - Moderate,Service Desk,듀얼 모니터 미인식 문제,모니터를 새로 연결했는데 PC에서 듀얼 모니터 인식이 안 되고 화면이 나오지 않습니다.
SR10841,2026-05-12 01:57:00,2026-05-13 06:15:47,HR,3 - Moderate,HR Team,올해 연차 잔여 일수 확인 요청,포털에 표시되는 잔여 연차 일수와 실제 사용 일수가 상이한 것 같아 정확한 확인을 요청합니다.
SR10842,2026-02-12 08:59:00,2026-02-13 23:18:42,HR,3 - Moderate,HR Team,재직증명서 국문 및 영문 발급 요청,"은행 제출용 재직증명서 국문 1부, 비자 신청용 영문 1부를 급히 발급 요청합니다."
SR10843,2026-05-25 20:01:00,2026-05-26 09:50:46,Hardware,3 - Moderate,Service Desk,PC 메모리 추가 장착 요청,최근 코딩 작업 시 메모리 부족으로 인해 PC 속도가 급격히 느려집니다. 기존 8GB에서 16GB로 업그레이드 요청합니다.
SR10844,2026-04-25 19:30:00,2026-04-26 01:00:29,Software,3 - Moderate,Software Support,MS Office 365 로그인 인증 오류,아웃룩과 액셀 실행 시 라이선스 인증 창이 계속 뜨며 정품 인증이 풀리는 현상이 있습니다.
SR10845,2026-04-16 19:09:00,2026-04-16 22:22:19,Access,3 - Moderate,Security Team,사내 인트라넷 계정 잠금 해제 요청,비밀번호를 5회 잘못 입력하여 사내 포털 계정이 잠겼습니다. 잠금 해제 및 임시 비밀번호 발급 부탁드립니다.
SR10846,2026-05-11 08:10:00,2026-05-13 21:56:10,HR,4 - Low,HR Team,사내 교육 수강 이력 반영 요청,지난주 완료한 직무 교육 수강 확인서를 첨부하오니 교육 이력에 반영해 주시기 바랍니다.
SR10847,2026-01-18 07:24:00,2026-01-18 10:27:22,Software,3 - Moderate,Service Desk,데이터베이스 클라이언트 툴 설치 요청,업무를 위해 DBeaver 설치가 필요합니다. 사내 소프트웨어 포털에서 설치가 안 되어 지원 요청합니다.
SR10848,2026-01-05 06:33:00,2026-01-05 07:33:35,Access,2 - High,Security Team,신규 프로젝트 공유 폴더 접근 권한 신청,이번에 신규 생성된 공유 폴더인 'Project_2026'에 대한 읽기/쓰기 권한 부여를 신청합니다.
SR10849,2026-01-25 05:30:00,2026-01-25 06:04:18,HR,1 - Critical,Service Desk,올해 연차 잔여 일수 확인 요청,포털에 표시되는 잔여 연차 일수와 실제 사용 일수가 상이한 것 같아 정확한 확인을 요청합니다.
SR10850,2026-05-09 03:05:00,2026-05-09 09:58:24,HR,1 - Critical,HR Team,사내 교육 수강 이력 반영 요청,지난주 완료한 직무 교육 수강 확인서를 첨부하오니 교육 이력에 반영해 주시기 바랍니다.
SR10851,2026-05-19 00:57:00,2026-05-19 03:34:53,Access,3 - Moderate,Security Team,보안 서버 접근용 SSH 키 등록,운영 서버 점검을 위해 개발자 공개 SSH 키 등록을 요청합니다.
SR10852,2026-01-12 22:33:00,2026-01-13 01:01:58,Access,3 - Moderate,Service Desk,신규 입사자 시스템 권한 일괄 신청,"다음 주 입사 예정인 신입 사원의 메일, 메신저, 사내 시스템 접근 권한 일괄 생성을 요청합니다."
SR10853,2026-04-08 11:37:00,2026-04-08 15:09:29,Access,4 - Low,Security Team,Jira 및 Confluence 프로젝트 관리자 권한 부여,부서 이동으로 인해 특정 Jira 프로젝트의 관리 권한 인계가 필요합니다.
SR10854,2026-02-04 08:30:00,2026-02-04 22:45:24,HR,2 - High,HR Team,사원증 분실로 인한 재발급 신청,출근 중 사원증을 분실하여 재발급을 요청합니다. 출입 권한 이전도 같이 요청합니다.
SR10855,2026-05-20 13:16:00,2026-05-21 06:10:10,Hardware,3 - Moderate,Hardware Support,마우스 및 키보드 교체 요청,"키보드의 특정 키가 눌린 채로 안 올라오고, 마우스 휠이 정상적으로 작동하지 않아 업무에 지장이 있습니다. 새 장비로 교체 요청합니다."
SR10856,2026-05-28 16:07:00,2026-05-28 23:41:12,Hardware,2 - High,Hardware Support,듀얼 모니터 미인식 문제,모니터를 새로 연결했는데 PC에서 듀얼 모니터 인식이 안 되고 화면이 나오지 않습니다.
SR10857,2026-02-22 22:51:00,2026-02-24 03:23:06,HR,3 - Moderate,HR Team,사원증 분실로 인한 재발급 신청,출근 중 사원증을 분실하여 재발급을 요청합니다. 출입 권한 이전도 같이 요청합니다.
SR10858,2026-01-28 04:27:00,2026-01-28 10:17:04,Software,3 - Moderate,Service Desk,신규 백신 프로그램 설치 실패,사내 보안 정책에 따라 백신 프로그램을 설치하려는데 설치 도중 에러가 나면서 롤백됩니다. 설치 지원 요청합니다.
SR10859,2026-05-18 13:36:00,2026-05-19 02:00:04,HR,2 - High,Service Desk,경조사 휴가 및 경조금 신청,가족 상가로 인한 특별 휴가 신청서와 경조금 지급 신청서류를 제출합니다.
SR10860,2026-02-22 13:35:00,2026-02-22 17:42:28,Software,3 - Moderate,Service Desk,Git 클라이언트 소스 동기화 에러,로컬 저장소에서 원격 저장소로 push를 할 때 권한 오류 또는 알 수 없는 오류로 실패합니다.
SR10861,2026-04-05 17:35:00,2026-04-06 10:43:08,HR,3 - Moderate,Service Desk,올해 연차 잔여 일수 확인 요청,포털에 표시되는 잔여 연차 일수와 실제 사용 일수가 상이한 것 같아 정확한 확인을 요청합니다.
